,time,tweets
179,Mon Sep 28 13:32:38 +0000 2020,"RT @willchamberlain: The Biden family got rich through exploiting public office

The Trump family gave up money to serve the public"
180,Mon Sep 28 13:32:38 +0000 2020,RT @ari_russian: Raise your hand if you would like to see Hunter Biden’s tax returns
181,Mon Sep 28 13:32:38 +0000 2020,"RT @BreitbartNews: Joe Biden claims President Donald Trump has hurt America’s standing in the world, but a former Italian foreign minister…"
182,Mon Sep 28 13:32:38 +0000 2020,"RT @kelly2277: 🔥Brad Parscale, hospitalized yesterday after his wife told police he was threatening suicide, was pushing Qanon propaganda A…"
183,Mon Sep 28 13:32:38 +0000 2020,"RT @bopinion: Trump has been bloviating about being worth $10 billion ever since he entered the 2016 presidential race, a figure that simpl…"
184,Mon Sep 28 13:32:38 +0000 2020,"RT @MikeBloomberg: A strong ground game is important— especially in Florida, where voters have the power to deliver a decisive blow to Trum…"
185,Mon Sep 28 13:32:38 +0000 2020,"@richones1 Trump properties raped millions of $ from US treasury by forcing military, official meetings, secret ser… https://t.co/SEmt7HTP5b"
186,Mon Sep 28 13:32:38 +0000 2020,RT @Scaramucci: Where did the money go? I can’t imagine someone with @realDonaldTrump’s integrity would try to bail out his failing busines…
187,Mon Sep 28 13:32:38 +0000 2020,RT @KevOnStage: How much did Trump pay in taxes?! https://t.co/LN6IxrVmal
188,Mon Sep 28 13:32:38 +0000 2020,😂😂😂😂😂😂
189,Mon Sep 28 13:32:38 +0000 2020,"RT @Barnes_Law: Frankly, I would seriously doubt Trump's IQ if he actually paid much in taxes."
190,Mon Sep 28 13:32:38 +0000 2020,"Schaden, meet Freude."
191,Mon Sep 28 13:32:38 +0000 2020,"RT @adamdavidson: Some clear implications from the Trump Tax story:

- He blew through other people’s money. His dad’s. Then Mark Burnett’s…"
192,Mon Sep 28 13:32:38 +0000 2020,"RT @AP: BREAKING: President Trump paid no federal income taxes in 10 of the past 15 years, according to a report in The New York Times. htt…"
193,Mon Sep 28 13:32:38 +0000 2020,RT @KarenAttiah: This would be a good week to revisit Trump's financial ties to Saudi Arabia. #Khashoggi
194,Mon Sep 28 13:32:38 +0000 2020,"RT @MariaTeresa1: 2016 taxes:

Trump paid $750.00

Undocumented workers paid $27,000,000,000.00"
195,Mon Sep 28 13:32:38 +0000 2020,RT @60Minutes: Three former administration officials tell us President Trump “pressured” government officials to direct wall contracts to F…
196,Mon Sep 28 13:32:38 +0000 2020,"This HAS to turn at least SOME trumpsters.....

trumpsters response: Is he still trying to keep Merica' you know li… https://t.co/dzskE7T4fJ"
197,Mon Sep 28 13:32:38 +0000 2020,"RT @Jeannie22757716: Correction: The Demonratic🐀 Sleepy Joe😴 Biden's campaign releases more Fake News!!!
#Trump2020LandslideVictory  🇺🇸"
198,Mon Sep 28 13:32:38 +0000 2020,"RT @MaddowBlog: “Mr. Trump, by contrast, is running a federal government to which he has contributed almost no income tax revenue in many y…"
199,Mon Sep 28 13:32:38 +0000 2020,"RT @JennieKoo: Obama/Biden ""Block"" investigations into $5.3 Billion missing..😡 | Rudy Giuliani (43:59)
""https://t.co/Apd0IvZHNF""
--
@JoeBid…"
200,Mon Sep 28 13:32:38 +0000 2020,"RT @johnpavlovitz: I'm voting for Hunter Biden's father. 

He pays his taxes.

https://t.co/5zvziIr1eK"
201,Mon Sep 28 13:32:38 +0000 2020,"RT @AJDelgado13: Trump’s indebted-ass is an extreme national security risk and should resign today. He won’t, of course, but will be escort…"
202,Mon Sep 28 13:32:38 +0000 2020,"Battleground voters not buying Trump's tough talk on China, new poll shows https://t.co/uw2AZlgvQ5 via @Yahoo"
203,Mon Sep 28 13:32:38 +0000 2020,"RT @TrueNorthCentre: Canadians hear a lot about the many threats towards freedom and democracy posed by U.S. President Donald Trump.

But C…"
204,Mon Sep 28 13:32:38 +0000 2020,RT @impeachqueen: @th1rt3en_TM @imkimaaron @commonsensejan @jools6691 @donholtmac @surgerysleeper @RJDownard @warm_woobie @malo_j @HazyPete…
205,Mon Sep 28 13:32:38 +0000 2020,RT @Project_Veritas: Trump calls for investigation into Rep. Omar over ‘ballot harvesting’ claims #BallotHarvesting https://t.co/LfqwdphI3D
206,Mon Sep 28 13:32:39 +0000 2020,@MollyJongFast Is her name Trump?
207,Mon Sep 28 13:32:38 +0000 2020,"RT @MaddowBlog: “Mr. Trump, by contrast, is running a federal government to which he has contributed almost no income tax revenue in many y…"
208,Mon Sep 28 13:32:39 +0000 2020,"RT @Paul_VanDerMeer: Donald Trump must have misunderstood the word billionaire. He thinks that when you have a debt of $1.1 billion, you´re…"
209,Mon Sep 28 13:32:39 +0000 2020,"RT @domenicadelia22: For years we’ve been hearing about Trump’s tax returns! Now again, NYT is reporting that Trump hasn’t paid taxes, beca…"
210,Mon Sep 28 13:32:39 +0000 2020,"RT @mikeandersonsr: It is 5:30 a.m., and I’ve already blocked or muted 8 Soros trolls because I commented that Soros owns the @nytimes.  Di…"
211,Mon Sep 28 13:32:39 +0000 2020,"RT @H_MitchellPhoto: Trump is broke, and he has over $400 million of debts to service. 

Now his campaign is broke, and his former campaign…"
212,Mon Sep 28 13:32:39 +0000 2020,RT @yogagenie: Former RNC chairman says he doesn't trust polls and President Trump’s pick of Judge Barrett will only serve to help his reel…
213,Mon Sep 28 13:32:39 +0000 2020,@CNNPolitics Any one working for Trump could end up like Parscale
214,Mon Sep 28 13:32:39 +0000 2020,"RT @TX_WalkerRanger: We don’t care about President Trumps tax returns. 

We care about Illhan Omar Ballot Harvesting. 

We care about Hunte…"
215,Mon Sep 28 13:32:39 +0000 2020,"Biden basket vs Trump trade: Picking a presidential stock portfolio
https://t.co/sfaGlz658K https://t.co/uMJq9f8TTK"
216,Mon Sep 28 13:32:39 +0000 2020,"RT @RJSzczerba: Over the past 15 years, Trump paid more for sex than he did in taxes."
217,Mon Sep 28 13:32:39 +0000 2020,"RT @politicususa: Donald Trump’s tax returns show that he paid his daughter Ivanka as a consultant, even though she is a member of the comp…"
218,Mon Sep 28 13:32:39 +0000 2020,"RT @rosannecash: 🙋🏻‍♀️ and btw, in decades of concerts, photo shoots, and television, I’ve never been allowed to write a cent off my taxes…"
219,Mon Sep 28 13:32:39 +0000 2020,"RT @DanAlexander21: 14/ Going to to take a break to write a story. I'll be back when I'm done, with a LOT more to say about this great repo…"
220,Mon Sep 28 13:32:39 +0000 2020,RT @AllThatandMoore: Trump was probably getting that extra $600 with us
221,Mon Sep 28 13:32:39 +0000 2020,RT @JackDeLaConcha: Solo falta que el gobierno decida prestarle 370 millones de dólares a Trump.
222,Mon Sep 28 13:32:39 +0000 2020,"RT @MediumBuying: SOURCES: The Biden campaign is expected to move forward with huge TV ad outlay in OHIO

Current start date for statewide…"
223,Mon Sep 28 13:32:39 +0000 2020,@kylegriffin1 The tax evasion will have no effect on the 33% brainwashed Americans that think Trump is some kind of… https://t.co/eVWLYUeKAo
224,Mon Sep 28 13:32:39 +0000 2020,"RT @politicususa: Donald Trump’s tax returns show that he paid his daughter Ivanka as a consultant, even though she is a member of the comp…"
225,Mon Sep 28 13:32:39 +0000 2020,"RT @acnewsitics: Image the level of stupid someone must be at in order for them to actually still believe what Trump says.

It’s mind boggl…"
226,Mon Sep 28 13:32:39 +0000 2020,RT @PGourevitch: reminder that Trump’s personal loan officer at Deutsche Bank was SCOTUS Justice Kennedy’s son
227,Mon Sep 28 13:32:39 +0000 2020,@BBCWorld Democrats are mad at Trump because he followed the tax laws passed by the Obama administration. Sad that… https://t.co/O5pG8Vxupu
228,Mon Sep 28 13:32:39 +0000 2020,RT @PGourevitch: reminder that Trump’s personal loan officer at Deutsche Bank was SCOTUS Justice Kennedy’s son
229,Mon Sep 28 13:32:39 +0000 2020,"RT @SethAbramson: Today is a good day to remind everyone that Donald Trump called our soldiers ""losers and suckers"" while he was defrauding…"
230,Mon Sep 28 13:32:39 +0000 2020,RT @MrAndyNgo: A driver accused of attempted murder for driving a car into a crowd of Trump supporters in southern California and severely…
231,Mon Sep 28 13:32:39 +0000 2020,RT @PrayingActress: President Trump just Retweeted this ya'll. 🤗👇
232,Mon Sep 28 13:32:39 +0000 2020,RT @_sbrett_: There are people in Florida who can’t vote in this election because they owe more in *court fees* for *one case* than Donald…
233,Mon Sep 28 13:32:39 +0000 2020,"RT @TrumpWarRoom: Delaware State University denies Biden was a student after claim he ‘got started’ there
https://t.co/BsbjnXiyJk"
234,Mon Sep 28 13:32:39 +0000 2020,@BeingGrateful5 @VinciMike @lotusflowah @rlamartini @dave70731517 Not saying Biden is a good choice but better than… https://t.co/oABvVmmt98
235,Mon Sep 28 13:32:39 +0000 2020,"RT @Dknight10k: When Melania divorces Trump, she gets to take half... a billion dollars worth of debt."
236,Mon Sep 28 13:32:39 +0000 2020,"RT @MaddowBlog: “Mr. Trump, by contrast, is running a federal government to which he has contributed almost no income tax revenue in many y…"
237,Mon Sep 28 13:32:39 +0000 2020,"RT @HotepJesus: Me, after I found out I paid more in taxes than Trump.  #TrumpTaxReturns https://t.co/g94WgJ82xi"
238,Mon Sep 28 13:32:39 +0000 2020,RT @M2Madness: Imagine thinking the American people actually give AF about Trump's tax returns or that the Media is even being honest about…
239,Mon Sep 28 13:32:39 +0000 2020,"RT @mrbromwich: Trump knew something we didn't when he started balking at the peaceful transfer of power. If he loses the election, he face…"
240,Mon Sep 28 13:32:39 +0000 2020,"RT @Styx666Official: -Ilhan Omar allies have been harvesting car loads of ballots, even paying people for them, in a swing state.

Media: c…"
241,Mon Sep 28 13:32:39 +0000 2020,"RT @bopinion: Trump has worked hard to keep his debts hidden for decades. 

@DanAlexander21 has a book out about the president’s financial…"
242,Mon Sep 28 13:32:39 +0000 2020,"RT @Lawrence: Rick Santorum is a lobbyist whose income depends on Trump.

A lobbyist is always lobbying. Always. https://t.co/YkWymBsaeK"
243,Mon Sep 28 13:32:39 +0000 2020,RT @SheJokerLouise: Trump's health care vision for America is impressive - don't be fooled by the lying mainstream media! https://t.co/Ezsj…
244,Mon Sep 28 13:32:39 +0000 2020,"RT @jimsciutto: Federal taxes paid 2016 &amp; 2017, Trump (via NYT): 

$750

Federal taxes paid, average US taxpayer (via IRS)

$12,200"
245,Mon Sep 28 13:32:39 +0000 2020,"RT @thedoggeneral1: Trump has $410 million in debt &amp; no bank in America would lend him money.

That means he has foreign debt &amp; cannot be t…"
246,Mon Sep 28 13:32:39 +0000 2020,RT @judgeyourself99: #TrumpIsBroke #TrumpTaxReturns trump is going to jail. https://t.co/6ef8xb4qlP
247,Mon Sep 28 13:32:39 +0000 2020,RT @tribelaw: One thing not to overlook in the blockbuster NYT report on Trump’s taxes is his $410M in personal debt. That represents some…
248,Mon Sep 28 13:32:39 +0000 2020,"@RealBrysonGray @HSWT2020 YOU ARE KIDDING.

YOU ARE VOTING ON A TOPIC THAT HAS NOTHING TO DO WITH TRUMP'S BEHAVIOR… https://t.co/NfXmdM884E"
249,Mon Sep 28 13:32:39 +0000 2020,"RT @john_sipher: Trump “has made the villain a minority group. He has sought, once again, to fabricate emergencies to justify greater power…"
250,Mon Sep 28 13:32:39 +0000 2020,RT @AngelWarrior321: I could care less about President Trump’s taxes.....I mean it’s not like he received $3.5 Million from the wife of the…
251,Mon Sep 28 13:32:39 +0000 2020,"RT @TexasBluein20: https://t.co/qtmgsH9Ewk
The WAPO Editorial Board endorses Joe Biden for President.

""In order to expel the worst preside…"
252,Mon Sep 28 13:32:39 +0000 2020,"RT @CaslerNoel: Mark Burnett knew Trump was broke, production had to rent office furniture to make him look wealthy on season one of ‘Appre…"
253,Mon Sep 28 13:32:39 +0000 2020,"AG Barr seems to have *forgotten* that in American no one is above the law, including #CorruptTrump 

#DisbarBarr… https://t.co/v7KlkExKOX"
254,Mon Sep 28 13:32:39 +0000 2020,"RT @nytimes: ""We are publishing this report because we believe citizens should understand as much as possible about their leaders and repre…"
255,Mon Sep 28 13:32:40 +0000 2020,"RT @donwinslow: $421,000,000

Amount in loans that are coming due in next four years that Trump has personally guaranteed."
256,Mon Sep 28 13:32:39 +0000 2020,"RT @paola__aleman: 20 unidades, entre motorizados y camionetas. O llegó de visita Trump, o en #ElSalvador los mismos de siempre son los nue…"
257,Mon Sep 28 13:32:40 +0000 2020,"RT @TimMurtaugh: Question of the day for Joe Biden
 
What are some of your best memories of Homecoming during your student days at Delaware…"
258,Mon Sep 28 13:32:40 +0000 2020,"RT @MichaelAaron64: What does Trump have in common with evangelical church leaders?

They don't pay taxes.
That, and stealing money from ol…"
259,Mon Sep 28 13:32:40 +0000 2020,RT @blacklikewho: A political system that made Trump possible should not be saved.
260,Mon Sep 28 13:32:40 +0000 2020,@RepDonBeyer @AAFoxy1 @WaysMeansCmte It doesn’t take 4 years to do an audit. I know your cult will believe anything… https://t.co/Ke6brRJeUC
261,Mon Sep 28 13:32:40 +0000 2020,"RT @MikeBloomberg: A strong ground game is important— especially in Florida, where voters have the power to deliver a decisive blow to Trum…"
262,Mon Sep 28 13:32:40 +0000 2020,"RT @bennyjohnson: Great work ⁦@JamesOKeefeIII⁩

Donald Trump demands US attorneys launch an investigation into Ilhan Omar over 'harvested b…"
263,Mon Sep 28 13:32:40 +0000 2020,RT @RealJamesWoods: Every one of these people hate(d) Donald Trump. That alone is reason enough to vote for him this November. Again!!! #Tr…
264,Mon Sep 28 13:32:40 +0000 2020,RT @ProjectLincoln: Raise your hand if you pay more taxes than supposed “billionaire” Donald Trump. 🖐
265,Mon Sep 28 13:32:40 +0000 2020,RT @ChrisCJackson: Maybe Donald Trump refuses to criticize Putin because he owes Russian banks almost half a billion dollars. Just a though…
266,Mon Sep 28 13:32:40 +0000 2020,"@MMKinney @kirstiealley Democrats should never, ever win an election again!!
Trump has d"
267,Mon Sep 28 13:32:40 +0000 2020,RT @crissles: If only Trump’s taxes coming out would actually make a difference.
268,Mon Sep 28 13:32:40 +0000 2020,"RT @Amy_Siskind: Trump’s entire life has been one big Ponzi scheme - and a really, shitty one. Shame on the fools who fell for it.  

#Trum…"
269,Mon Sep 28 13:32:40 +0000 2020,"RT @LizMair: As a reminder, here are ads that @TheRickWilson and I did in 2016 hitting Trump on this kind of thing. We had basically no $ t…"
270,Mon Sep 28 13:32:40 +0000 2020,Trump sold voters on the folly that he's a successful businessman. That's a con | @reedgalen @ProjectLincoln… https://t.co/gPnuscp7tC
271,Mon Sep 28 13:32:40 +0000 2020,"RT @davidhogg111: So by my count Trump has cost tax payers $141,000,000 for his golf trips and only paid $750 in taxes so if I do the math…"
272,Mon Sep 28 13:32:40 +0000 2020,RT @CorneredCRRJA5: Inquiring minds want to know how the Mueller investigation failed to mention $3.5 Million  wire transfer from Russian b…
273,Mon Sep 28 13:32:40 +0000 2020,"RT @joncoopertweets: Trump Holds $421 Million In Debt, Could Owe IRS $100 Million In Penalties, Times Says

The bombshell report detailed T…"
274,Mon Sep 28 13:32:40 +0000 2020,"@Riseupandtrust @kevincorke 1) Has validity of the returns been proven?
2) No $3.5m deposit from the Russians?
- 2a… https://t.co/OYvHZTA4a5"
275,Mon Sep 28 13:32:40 +0000 2020,"RT @briankoppelman: If you were stiffed by Trump -- as a painter, builder, as a roofer or some other such job--let me know here and I will…"
276,Mon Sep 28 13:32:40 +0000 2020,RT @Scaramucci: Where did the money go? I can’t imagine someone with @realDonaldTrump’s integrity would try to bail out his failing busines…
277,Mon Sep 28 13:32:40 +0000 2020,"RT @BernieSanders: Shock of shocks! Donald Trump, the self-proclaimed billionaire, received a $72.9 million tax refund from the IRS while n…"
278,Mon Sep 28 13:32:40 +0000 2020,RT @Leedetail1: @markknoller @oso1mex @PressSec @FoxNews They don't pay taxes. Not a big surprise from the family who stole money from kids…
279,Mon Sep 28 13:32:40 +0000 2020,"RT @AgTerzo: Except, you incurious twit, the story is that Trump is a dead-ass broke pretend-billionaire, who illegally gamed the system. h…"
280,Mon Sep 28 13:32:40 +0000 2020,"RT @Rconstantino: Mesmo um “liberal” que detesta Trump teve de admitir que Barrett é altamente qualificada para o cargo...

https://t.co/6Z…"
281,Mon Sep 28 13:32:40 +0000 2020,RT @bradleyrsimpson: Abraham Lincoln paid 3x more in taxes in 1864 than Donald Trump in 2016. Not more as a share of his income. More in ta…
282,Mon Sep 28 13:32:40 +0000 2020,"RT @SethAbramson: MEDIA: Don't you dare start calling ""gaming the system"" what is actually called ""felony tax fraud"" in the federal crimina…"
283,Mon Sep 28 13:32:40 +0000 2020,"RT @DonaldJTrumpJr: Hunter Biden received a $3.5 million wire transfer from Elena Baturina, the billionaire widow of Yury Luzhkov, the form…"
284,Mon Sep 28 13:32:40 +0000 2020,RT @ktumulty: The Post editorial board endorses Joe Biden for president. ⁦@PostOpinions ⁩  https://t.co/cldcbs514y
285,Mon Sep 28 13:32:40 +0000 2020,"@KTLA Biden has so much ammo against Trump, put his feet to the fire, &amp; now you have cheating on taxes! People dont… https://t.co/eORTTmYZcG"
286,Mon Sep 28 13:32:40 +0000 2020,"RT @adamcbest: Conservatives viciously attacked Stacey Abrams for being $200K in debt because she had student loans to pay off, provided fo…"
287,Mon Sep 28 13:32:40 +0000 2020,"RT @ArmedPatriot45: #HunterBiden is wired $3.5 million from #Russia.

Gavin Newsom got a $3.7 million mansion as a ""gift.""

#Obama bought a…"
288,Mon Sep 28 13:32:40 +0000 2020,"RT @stengel: I've always wondered why Trump, a supposed billionaire, doesn't seem to have a stand-alone house of his own, that he stays at…"
289,Mon Sep 28 13:32:40 +0000 2020,"RT @kylegriffin1: ""In 2012, he took out a $100 million mortgage on the commercial space in Trump Tower. He took nearly the entire amount as…"
290,Mon Sep 28 13:32:40 +0000 2020,"RT @StephenGlahn: I thought ""yes"" men were so yesterday.....

@CDCdirector takes aim at Trump's Covid adviser: 'Everything he says is false…"
291,Mon Sep 28 13:32:40 +0000 2020,"RT @_cingraham: Federal taxes paid, first year in office

Ronald Reagan: $165,202
George H.W. Bush: $101,382
Bill Clinton: $62,670
George W…"
292,Mon Sep 28 13:32:40 +0000 2020,RT @bradleyrsimpson: Abraham Lincoln paid 3x more in taxes in 1864 than Donald Trump in 2016. Not more as a share of his income. More in ta…
293,Mon Sep 28 13:32:40 +0000 2020,"RT @DavidCornDC: Good point, Congressman. If this is ""fake news,"" Trump could trump these reports by sharing with the public his tax return…"
294,Mon Sep 28 13:32:40 +0000 2020,RT @Timcast: I'm not sure what to think about Trump's taxes while people are burning shit down and shooting cops
295,Mon Sep 28 13:32:40 +0000 2020,RT @h3h3productions: Hey guys Donald Trump paid $750 in federal taxes pass it on
296,Mon Sep 28 13:32:40 +0000 2020,RT @robbystarbuck: Guess what the new tax environment produced under Trump? The best economy in American history because rich people spent…
297,Mon Sep 28 13:32:40 +0000 2020,"RT @Infantry0300: In 2017, when Trump paid $750 in taxes, Joe Biden paid $3.7 million. Biden gave $1 million to charity. Trump gave $0. Tru…"
298,Mon Sep 28 13:32:40 +0000 2020,"RT @ElginCharles: Donald Trump has 5 kids, 3 baby's mamas, lives in government housing, and has outstanding warrants."
299,Mon Sep 28 13:32:40 +0000 2020,"RT @intheMatrixxx: Is Biden going to wear and earpiece like Hillary?

And she gets the questions for the debate? And they still lose. https…"
300,Mon Sep 28 13:32:40 +0000 2020,The Democrat Party is radicalized and moving full steam ahead to the far Left. Today I released the third edition o… https://t.co/NWkYSEFf8l
301,Mon Sep 28 13:32:40 +0000 2020,RT @dbongino: Who wants to see Hunter Biden’s tax returns?
302,Mon Sep 28 13:32:40 +0000 2020,"RT @DemocracyInn: Trump Don’t want this Ad to go viral 

Whatever you do Don’t let this Ad Go Viral. 

Teachers paid $7,239
Firefighters pa…"
303,Mon Sep 28 13:32:40 +0000 2020,"RT @_cingraham: Federal taxes paid, first year in office

Ronald Reagan: $165,202
George H.W. Bush: $101,382
Bill Clinton: $62,670
George W…"
304,Mon Sep 28 13:32:40 +0000 2020,RT @DignityPac: Next week's panel will feature Evangelical Christians who've left the Trump cult.  Guests will include @RevJacquiLewis @Eva…
305,Mon Sep 28 13:32:40 +0000 2020,RT @johnnyjjaco: HE'S DONE!!! Trump Scammed America - He Only Paid $750 in Income Taxes i... https://t.co/YRirEEoCnp via @YouTube
306,Mon Sep 28 13:32:40 +0000 2020,"RT @TurveyBeth: Brian Seltzer is having an orgasm thinking that Trump voters give two fucks about Trumps taxes. 

Will Trumps taxes change…"
307,Mon Sep 28 13:32:40 +0000 2020,RT @WowBusted: #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow  #JavaScript #ReactJS #CloudCom…
308,Mon Sep 28 13:32:41 +0000 2020,RT @charliekirk11: Can you imagine if the New York Times found $3.5 million in Trump’s tax returns from the wife of the Mayor of Moscow and…
309,Mon Sep 28 13:32:41 +0000 2020,"@GOPChairwoman @realDonaldTrump Yeah! Like how Biden's policies killed 200,000+ citizens! 
And how Biden's policies… https://t.co/57aGZnl2xI"
310,Mon Sep 28 13:32:41 +0000 2020,@lbarbara48_2 @JoeBiden @SenKamalaHarris @realDonaldTrump @TeamTrump @WhiteHouse @SpeakerPelosi @TheRickWilson @DNC… https://t.co/cUIprUWRBs
311,Mon Sep 28 13:32:41 +0000 2020,"RT @TeamJoe: Teachers paid $7,239
Firefighters paid $5,283
Nurses paid $10,216

Donald Trump paid $750 https://t.co/5YE1cbYsBN"
312,Mon Sep 28 13:32:41 +0000 2020,RT @McFaul: That Trump paid only $750 in taxes in '16/'17 - less than my retired parents - means either (1) he's guilty of tax fraud (2) he…
313,Mon Sep 28 13:32:41 +0000 2020,RT @JoyAnnReid: Where to even begin with this ⁦@nytimes⁩ Trump taxes bombshell ... I mean this bottom line may be the understatement if the…
314,Mon Sep 28 13:32:41 +0000 2020,RT @KyleKulinski: https://t.co/RFUnCFJ5oK
315,Mon Sep 28 13:32:41 +0000 2020,RT @hodgetwins: #LockHimUp is trending for the false imprisonment of President Trump. Not for Joe Biden for abusing his power to help his s…
316,Mon Sep 28 13:32:41 +0000 2020,"RT @HowieHawkins: The Democrats, rather than spending their resources knocking the Greens off the ballot so voters are denied a choice, sho…"
317,Mon Sep 28 13:32:41 +0000 2020,"RT @JuddLegum: Donald Trump wrote off $70,000 on his taxes FOR HAIR STYLING"
318,Mon Sep 28 13:32:41 +0000 2020,RT @senatemajldr: Judge Amy Coney Barrett is an exceptionally impressive jurist and an exceedingly well-qualified nominee to the Supreme Co…
319,Mon Sep 28 13:32:41 +0000 2020,RT @VictoryMood: @MariaBartiromo @molmccann @SundayFutures @FoxNews @MorningsMaria @FoxBusiness It will be much easier to prosecute people…
320,Mon Sep 28 13:32:41 +0000 2020,RT @america_capin: @KamalaHarris @JoeBiden From the beginning scientists warned that 2 million people or more would die in the US. Due to T…
321,Mon Sep 28 13:32:41 +0000 2020,RT @ronquille_paul: @spiralwrap @KBUSMC2 @MADGhostInTheM1 @_Fat_Nixon @CuDonegal @StoneColdChik @Julie82902847 @xXGeJaMoXx @annikawu @MAGAM…
322,Mon Sep 28 13:32:41 +0000 2020,"RT @courtwrites: In 2017, when Trump paid $750 in taxes, @JoeBiden paid $3.7 million. 

And Biden gave $1 million to charity. Trump gave $0."
323,Mon Sep 28 13:32:41 +0000 2020,"RT @MeidasTouch: Trump is a fraud #TrumpTaxReturns 
 https://t.co/AOhJeQqYbt"
324,Mon Sep 28 13:32:41 +0000 2020,"RT @stengel: Trump paid his daughter, who was a full-time employee of his company, $747,622 in consulting fees on three hotel deals, and th…"
325,Mon Sep 28 13:32:41 +0000 2020,RT @ShelliDrummer4: Reporter Overhears CDC Director Redfield Trashing Trump’s New Favorite COVID-19 Adviser https://t.co/1IZaDbQ9CI via @th…
326,Mon Sep 28 13:32:41 +0000 2020,"RT @_chrisgarcia: In 2017, Trump paid $750 in taxes. That same year undocumented immigrants paid over 27 Billion. Remind me, who’s the burd…"
327,Mon Sep 28 13:32:41 +0000 2020,RT @redsteeze: Joe Biden won’t even answer if he’ll pack the Supreme Court. His Senate records are still sealed after being accused of sexu…
328,Mon Sep 28 13:32:41 +0000 2020,RT @ArrogantDemon: Barack &amp; Michelle will be legitimate billionaires while Trump’s broke ass shifts the couches in the White House for loos…
329,Mon Sep 28 13:32:41 +0000 2020,"RT @TrumpWarRoom: Delaware State University denies Biden was a student after claim he ‘got started’ there
https://t.co/BsbjnXiyJk"
330,Mon Sep 28 13:32:41 +0000 2020,"RT @adamdavidson: Some clear implications from the Trump Tax story:

- He blew through other people’s money. His dad’s. Then Mark Burnett’s…"
331,Mon Sep 28 13:32:41 +0000 2020,"RT @willchamberlain: The Biden family got rich through exploiting public office

The Trump family gave up money to serve the public"
332,Mon Sep 28 13:32:41 +0000 2020,@LindseyGrahamSC @MariaBartiromo @senjudiciary Yo Lindsey....You pay more taxes than Trump!  #750dollars
333,Mon Sep 28 13:32:41 +0000 2020,"RT @BobVanceJr: While many will focus on Trump, the big issue to me is how our rigged tax system lets fat cats like Trump (and Amazon) get…"
334,Mon Sep 28 13:32:41 +0000 2020,RT @Timcast: Why do news outlets endorse politicians?
335,Mon Sep 28 13:32:41 +0000 2020,RT @christina_bobb: A friend sent me this pic of me asking ⁦@realDonaldTrump⁩ a question.  We were talking about Hunter Biden getting $3.5…
336,Mon Sep 28 13:32:41 +0000 2020,RT @gilbertjasono: Trump really paid less in taxes than most Wheel of Fortune contestants spend on vowels
337,Mon Sep 28 13:32:41 +0000 2020,@RichardGJP @risitasfanclub @Cernovich Trump gives his pay for being president back doesn’t he remind me how many o… https://t.co/A6IU7SNzIN
338,Mon Sep 28 13:32:41 +0000 2020,"RT @JSCCounterPunch: Trump should be thanking Obama, the $70 million tax refund he cashed, which is basically the only money he's made in t…"
339,Mon Sep 28 13:32:41 +0000 2020,RT @vegix: Trump gave voters 750 more reasons not to vote for him.
340,Mon Sep 28 13:32:41 +0000 2020,"RT @EamonnONeill: BREAKING NEWS

THE EMPEROR HAS NO CLOTHES.

Trump’s Taxes Show Chronic Losses and Years of Income Tax Avoidance https://t…"
341,Mon Sep 28 13:32:41 +0000 2020,"RT @MaddowBlog: “Mr. Trump, by contrast, is running a federal government to which he has contributed almost no income tax revenue in many y…"
342,Mon Sep 28 13:32:41 +0000 2020,@los4diablos12 @PublimetroChile Claro trump 🤣🤣
343,Mon Sep 28 13:32:41 +0000 2020,RT @acnewsitics: You can’t be a decent person and support Donald Trump.
344,Mon Sep 28 13:32:41 +0000 2020,RT @MeidasTouch: Donald Trump is looting America! https://t.co/ZuQUw7956U
345,Mon Sep 28 13:32:41 +0000 2020,"RT @BobVanceJr: While many will focus on Trump, the big issue to me is how our rigged tax system lets fat cats like Trump (and Amazon) get…"
346,Mon Sep 28 13:32:41 +0000 2020,@realDonaldTrump Go Trump Go
347,Mon Sep 28 13:32:41 +0000 2020,"RT @philllosoraptor: Not only did Trump pay his taxes, but he overpaid them in order to have them used against future income. The NYT lied…"
348,Mon Sep 28 13:32:41 +0000 2020,You mean they don’t take the taxes off the top of Trump’s paychecks like the rest of us?
349,Mon Sep 28 13:32:41 +0000 2020,"RT @planwac: ""El Aprendiz"" de evasor, aprendió bien... https://t.co/3dG88alziE"
350,Mon Sep 28 13:32:41 +0000 2020,RT @yesnicksearcy: What @JoeBiden means is that the people who tell him what to say haven’t told him what to say about that. https://t.co/M…
351,Mon Sep 28 13:32:41 +0000 2020,"RT @Bob4Florida: Fuck Brad Parscale.  The business of separating innocent refugee babies from their parents, stripping women’s rights, sell…"
352,Mon Sep 28 13:32:41 +0000 2020,"@JWCal3134 @Yamiche If these were in fact made up by the NYT and Trump released his true tax returns, proving his b… https://t.co/dyVfuMxv9w"
353,Mon Sep 28 13:32:41 +0000 2020,RT @EconomicSecProj: Measurements like high stock prices and corporate profits are not signs of progress for most of us. Only when we prior…
354,Mon Sep 28 13:32:41 +0000 2020,And this is the Dem nominee 👀And you want me to vote blue no matter who for this shit. Nah I’m voting for… https://t.co/pCREFYKKqr
