,time,tweets
355,Mon Sep 28 13:32:41 +0000 2020,RT @KaydeeKing: @JessicaHuseman Actually it was the other way around. @Project_Veritas announced 2 days ago they’d be dropping this story.…
356,Mon Sep 28 13:32:41 +0000 2020,"#TrumpTaxReturns 
#TaxFraudTrump 
#TrumpTaxEvasion 
#Breitbart and Trump sycophants desperate to change the headlin… https://t.co/G28DWj07Ng"
357,Mon Sep 28 13:32:41 +0000 2020,RT @HindsTerrence: Mueller investigated Russian collusion delusions for a couple years. Why didn’t he come up with the payment to Hunter Bi…
358,Mon Sep 28 13:32:42 +0000 2020,"RT @MelissainJax: There is a real possibility states like Florida would seek to install new electors to certify the results for Trump, even…"
359,Mon Sep 28 13:32:42 +0000 2020,"RT @barmore27: Trump rally vs. Biden.

I'm voting red.
Trump 2020 https://t.co/ZR5k78bI10"
360,Mon Sep 28 13:32:42 +0000 2020,RT @H2oVolk: I'm going to go out on a limb here and guess that there is not a single person who is upset about President Trump's taxes that…
361,Mon Sep 28 13:32:42 +0000 2020,"RT @SaraCarterDC: GAFFE: Biden rescued by MSNBC supporter reporter

It was one percent of the money. No, wait that's not it - its the bill…"
362,Mon Sep 28 13:32:42 +0000 2020,RT @chiossimanuela2: Riflettete. Trump si e' mosso con molta intelligenza.  Ha esposto i Capi supremi dei Dem senza ancora aggredirli. Lo f…
363,Mon Sep 28 13:32:42 +0000 2020,RT @Amy_Siskind: Narrator:  that was yesterday.
364,Mon Sep 28 13:32:42 +0000 2020,"RT @KristiNoem: Can't wait to join you at #AMPFest2020! Together, we'll make sure President Trump wins Florida, gets reelected, and keeps f…"
365,Mon Sep 28 13:32:42 +0000 2020,I don’t see money in this plan!! I see everything our culture has been complaining about for the past several month… https://t.co/HngS3lHRYs
366,Mon Sep 28 13:32:42 +0000 2020,🙋‍♀️
367,Mon Sep 28 13:32:42 +0000 2020,"@BosseStine Det er tankevækkende, og i min optik dukker der mange lignende sager op i kølvandet på de fire års Trump-rædselsregime."
368,Mon Sep 28 13:32:42 +0000 2020,RT @osuphantom: Here’s a completely timely and relevant summary of @JoeBiden’s tax plan to make big corporations and rich tax cheats like T…
369,Mon Sep 28 13:32:42 +0000 2020,RT @AOC: Last year Republicans blasted a firehose of hatred + vitriol my way because I treated myself to a $250 cut &amp; lowlights on my birth…
370,Mon Sep 28 13:32:42 +0000 2020,"RT @johniadarola: As more Republicans spoke up about Rittenhouse, the rhetoric they used shifted from simple defense to full-on admiration.…"
371,Mon Sep 28 13:32:42 +0000 2020,"RT @Holdon2Hope2020: @willsommer Article from July 28 2020 - I totally missed this - apparently so did main stream media.
Was wondering why…"
372,Mon Sep 28 13:32:42 +0000 2020,I’m not even shocked. Smh
373,Mon Sep 28 13:32:42 +0000 2020,"RT @AnandWrites: If you deduct $70,000 or more per annum for hair, you should vote for Donald Trump. There is no question he will fight har…"
374,Mon Sep 28 13:32:42 +0000 2020,"RT @DrShayPhD: Trump could have buried the tax man in the back of his yard, I'll still vote for him."
375,Mon Sep 28 13:32:42 +0000 2020,"RT @JoyfullySunTzu: Get Nepotism Barbie too. Arrest her in front of Jared. 

https://t.co/Nld2bL7v1X"
376,Mon Sep 28 13:32:42 +0000 2020,"RT @CBS_Herridge: later, Mar 20 2017, then Dir Comey publicly confirms investigation of Trump team's alleged Russia ties - no public discus…"
377,Mon Sep 28 13:32:42 +0000 2020,RT @marklevinshow: 1. We’re approximately one month away from the election and the New York Times and the rest of the media are desperately…
378,Mon Sep 28 13:32:42 +0000 2020,"RT @gregolear: $0
What “billionaire” Trump paid in federal income tax in 10 of last 15 years.

$750
What Trump paid in federal taxes in 201…"
379,Mon Sep 28 13:32:42 +0000 2020,RT @Timcast: Why do news outlets endorse politicians? https://t.co/Gzl7kYWlwa
380,Mon Sep 28 13:32:42 +0000 2020,"Suburban Philly women on Trump, Biden, the pandemic and mail-in voting https://t.co/YU7WiQNROi"
381,Mon Sep 28 13:32:42 +0000 2020,RT @catturd2: Democrats have been obsessed with Trump's tax returns for 5 years - and they still haven't figured out that no one gives a da…
382,Mon Sep 28 13:32:42 +0000 2020,"RT @BaloneTone: But but....Trump’s taxes...
 https://t.co/1jljR8gWjC"
383,Mon Sep 28 13:32:42 +0000 2020,RT @JohnJHarwood: pretty remarkabke that the NYT got Trump’s tax returns before the House of Representatives did
384,Mon Sep 28 13:32:42 +0000 2020,"RT @erinrileyau: In the United States, teachers can only deduct up to $250 a year of the money they personally spend on school supplies, de…"
385,Mon Sep 28 13:32:42 +0000 2020,RT @catturd2: Right now ... Trump-hater Chris Wallace is probably rehearsing all gotcha questions for President Trump and all softball ques…
386,Mon Sep 28 13:32:42 +0000 2020,RT @ProjectLincoln: Raise your hand if you pay more taxes than supposed “billionaire” Donald Trump. 🖐
387,Mon Sep 28 13:32:42 +0000 2020,@GeorgeTakei My partner started cutting his own hair. It looks better than when he got it cut by others I would nev… https://t.co/Dqw9j9rtKR
388,Mon Sep 28 13:32:42 +0000 2020,"RT @bennyjohnson: Great work ⁦@JamesOKeefeIII⁩

Donald Trump demands US attorneys launch an investigation into Ilhan Omar over 'harvested b…"
389,Mon Sep 28 13:32:42 +0000 2020,"@X26DJT @jsolomonReports On Trump - “People who believed in him, that listened to his siren song,” the uber-investo… https://t.co/RVmcpsozZu"
390,Mon Sep 28 13:32:42 +0000 2020,"RT @adamcbest: Conservatives viciously attacked Stacey Abrams for being $200K in debt because she had student loans to pay off, provided fo…"
391,Mon Sep 28 13:32:42 +0000 2020,"RT @PoliticusSarah: Michael Cohen says Donald Jr., Ivanka, Eric, and the entire Trump family are involved in Donald Trump's tax evasion sch…"
392,Mon Sep 28 13:32:42 +0000 2020,"RT @DonaldJTrumpJr: I guess this is the Democrat’s plan and why they’re pushing so hard for mail in ballots. Also, probably why Joe Biden d…"
393,Mon Sep 28 13:32:42 +0000 2020,"RT @jgeltzer: As we think through the implications of Trump’s tax returns, remember:

Trump got the US Department of Justice to tell the Su…"
394,Mon Sep 28 13:32:42 +0000 2020,"@KurtSchlichter @jaketapper NOBODY CARES! The people who care about this were never going to vote for Trump, anyway… https://t.co/WdsnfpSSom"
395,Mon Sep 28 13:32:42 +0000 2020,"RT @FrancisBrennan: ""2.5 million veterans know President Trump gave them real, permanent health care choice"" https://t.co/bQ29Zc5swq"
396,Mon Sep 28 13:32:42 +0000 2020,"RT @thegoodgodabove: trump paid $750 in taxes and killed 200,000 people"
397,Mon Sep 28 13:32:42 +0000 2020,RT @WowBusted: #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow  #JavaScript #ReactJS #CloudCom…
398,Mon Sep 28 13:32:42 +0000 2020,RT @LJT1212: @kayleighmcenany @43padpd It’s incredible that Pelosi and her minions wasted almost 4 years impeaching Trump for a phone call…
399,Mon Sep 28 13:32:42 +0000 2020,Clowns Fake News Propaganda #Trump2020Landslide
400,Mon Sep 28 13:32:42 +0000 2020,RT @AdrianEngGast: LATINOS FOR BIDEN HORSE PARADE!!! https://t.co/SR5EgPZh8W
401,Mon Sep 28 13:32:42 +0000 2020,RT @catturd2: Democrats have been obsessed with Trump's tax returns for 5 years - and they still haven't figured out that no one gives a da…
402,Mon Sep 28 13:32:42 +0000 2020,"@Amy_Siskind THIS. I thought I would hate just Trump but it’s the party that led him to where he is now, even with… https://t.co/w5mjipup1c"
403,Mon Sep 28 13:32:42 +0000 2020,RT @WowBusted: #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow  #JavaScript #ReactJS #CloudCom…
404,Mon Sep 28 13:32:42 +0000 2020,RT @Harry1T6: Nothing weird at all about the national media pushing a breaking earthshaking story that Trump only pays as much tax as legal…
405,Mon Sep 28 13:32:42 +0000 2020,RT @heather_giron: Eric Trump just followed me. What an honor this is❤❤❤
406,Mon Sep 28 13:32:42 +0000 2020,RT @HeyTammyBruce: Love this guy 🤠
407,Mon Sep 28 13:32:42 +0000 2020,RT @Project_Veritas: #BallotHavesting https://t.co/fHZx5XlAkT
408,Mon Sep 28 13:32:43 +0000 2020,"RT @tribelaw: A lot of Americans want to know: 

Will Chris Wallace ask Trump on Tuesday night:

“Mr. Trump, to whom do you owe that $410M?"
409,Mon Sep 28 13:32:43 +0000 2020,"RT @robertjdenault: One big takeaway on NYT report: Trump personally guaranteed $400 million in loans due by 2022, is battling IRS over a $…"
410,Mon Sep 28 13:32:43 +0000 2020,"RT @RKJ65: So who handed over @realDonaldTrump's tax information to the NY Times. Has to be someone within the Trump Organization, yes?"
411,Mon Sep 28 13:32:43 +0000 2020,"@realDonaldTrump Quite real. And if you weren’t the world’s biggest cretin (literally &amp; figuratively), also quite s… https://t.co/k68wcim8d2"
412,Mon Sep 28 13:32:43 +0000 2020,"RT @stengel: Trump paid his daughter, who was a full-time employee of his company, $747,622 in consulting fees on three hotel deals, and th…"
413,Mon Sep 28 13:32:43 +0000 2020,Tax avoidance on massive scale by a head of State #Trump https://t.co/9XBKNrPWZm
414,Mon Sep 28 13:32:43 +0000 2020,"RT @joncoopertweets: I bet Trump is desperately trying to come up with an excuse to back out of Tuesday’s debate.
#TrumpMeltdown"
415,Mon Sep 28 13:32:43 +0000 2020,RT @MeidasTouch: #ByeIvanka https://t.co/rovrXmoM3H
416,Mon Sep 28 13:32:43 +0000 2020,RT @EmeraldRobinson: The FBI probably didn’t have time to investigate Ilhan Omar because they were too busy getting professional liability…
417,Mon Sep 28 13:32:43 +0000 2020,"RT @TheRISEofROD: President Trump gave up a life of luxury for his country.

Joe Biden gave up his country for a life of luxury."
418,Mon Sep 28 13:32:43 +0000 2020,RT @JakeAnbinder: Trump seems to have been advised to implement a writedown strategy so aggressive that literally the only way to square th…
419,Mon Sep 28 13:32:43 +0000 2020,"RT @TeamJoe: Teachers paid $7,239
Firefighters paid $5,283
Nurses paid $10,216

Donald Trump paid $750 https://t.co/5YE1cbYsBN"
420,Mon Sep 28 13:32:43 +0000 2020,"Watch ""Trump’s Taxes Revealed: He’s Broke!"" on YouTube https://t.co/G60duUTq3D"
421,Mon Sep 28 13:32:43 +0000 2020,@TrumpWarRoom This is the news source Trump wanted to shutter just a month back.
422,Mon Sep 28 13:32:43 +0000 2020,"RT @crampell: Also, tax law requires Joint Committee on Taxation to weigh in on all refunds &gt;$2m to individuals. Results of an audit of a d…"
423,Mon Sep 28 13:32:43 +0000 2020,RT @dpakman: HAHAHAHAHA
424,Mon Sep 28 13:32:43 +0000 2020,"For peasants, they arrest first.   
Then get bailed out.
Then get their day in court.

Clinesmith who blatantly alt… https://t.co/U88vQEDYO8"
425,Mon Sep 28 13:32:43 +0000 2020,"RT @MariaTeresa1: 2016 taxes:

Trump paid $750.00

Undocumented workers paid $27,000,000,000.00"
426,Mon Sep 28 13:32:43 +0000 2020,"Traitor Challenger from Minnesota.  Please repost for this Patriot.   Happy Monday Trump Patriots.  Please follow,… https://t.co/yfxep3KR4v"
427,Mon Sep 28 13:32:43 +0000 2020,"RT @RealMiniAOC: When The Rock endorsed Joe Biden, Joe asked “What about paper and scissors?”."
428,Mon Sep 28 13:32:43 +0000 2020,"Yes, Joe Biden is compromised by his family's shady foreign dealings https://t.co/MrBWh6JuMN"
429,Mon Sep 28 13:32:43 +0000 2020,RT @bradleyrsimpson: Abraham Lincoln paid 3x more in taxes in 1864 than Donald Trump in 2016. Not more as a share of his income. More in ta…
430,Mon Sep 28 13:32:43 +0000 2020,"@scolbath @PATreasury Thats fine. 

But until they do, he's not going to pay more than he owes. Nor should he 

And… https://t.co/picF3lcw3t"
431,Mon Sep 28 13:32:43 +0000 2020,RT @grace_panetta: Well that was quick — the Biden team just released their first ad on the reporting released today on Trump’s taxes in th…
432,Mon Sep 28 13:32:43 +0000 2020,"RT @MariaTeresa1: 2016 taxes:

Trump paid $750.00

Undocumented workers paid $27,000,000,000.00"
433,Mon Sep 28 13:32:43 +0000 2020,"RT @briankoppelman: If you were stiffed by Trump -- as a painter, builder, as a roofer or some other such job--let me know here and I will…"
434,Mon Sep 28 13:32:43 +0000 2020,"RT @GOP: President Trump is bringing meaningful reform to health care that led to the FIRST drop in prescription drug costs in 45 years.

H…"
435,Mon Sep 28 13:32:43 +0000 2020,"RT @MSNBC: NYTimes obtains 2 decades of President Trump's tax info; he paid $750 in federal income taxes the year he won presidency.

Watch…"
436,Mon Sep 28 13:32:43 +0000 2020,"Delinin biri bir gün. 😂😂😂😂

#dolar #pazartesi #sterlin #trump https://t.co/uExaxeksxY"
437,Mon Sep 28 13:32:43 +0000 2020,#TrumpContinuesToLie #EnoughIsEnough #VoteTrumpOut #LockHimUp
438,Mon Sep 28 13:32:43 +0000 2020,I say let them be tested. By Dr. Fauci.
439,Mon Sep 28 13:32:43 +0000 2020,"“Everything he says is false” - CDC director lays into Atlas

Dr Robert Redfield, the director of the Centers for D… https://t.co/OxeFSYYZKF"
440,Mon Sep 28 13:32:43 +0000 2020,RT @KingJosiah54: When Obama see Trump https://t.co/kgR7AUeQZ5
441,Mon Sep 28 13:32:43 +0000 2020,"So, here's the thing... he's not denying the returns are real. 

And, my dad also owns a business. He, too, pays al… https://t.co/LWgbj5dvg1"
442,Mon Sep 28 13:32:43 +0000 2020,RT @Rogers4Texas: The IRS forced my parents to sell 118 acres of farm after the bank had already taken the other 118 acres in the aftermath…
443,Mon Sep 28 13:32:43 +0000 2020,"RT @tribelaw: A lot of Americans want to know: 

Will Chris Wallace ask Trump on Tuesday night:

“Mr. Trump, to whom do you owe that $410M?"
444,Mon Sep 28 13:32:43 +0000 2020,RT @acnewsitics: You can’t be a decent person and support Donald Trump.
445,Mon Sep 28 13:32:43 +0000 2020,RT @Timothy68434150: Rick Santorum is the first Republican to come out supporting Trump hiding his taxes! Oh what a day it will be! Trump S…
446,Mon Sep 28 13:32:43 +0000 2020,"RT @DanAlexander21: 12/ In Chicago, Trump lists two loans on his financial disclosure report. One for $25-50M and one for $50M+. These are…"
447,Mon Sep 28 13:32:43 +0000 2020,RT @JoshMalina: Wishing an easy and meaningful fast to all who observe. If you’re a Trump supporter because of the Golan Heights or the loc…
448,Mon Sep 28 13:32:43 +0000 2020,Love it.
449,Mon Sep 28 13:32:43 +0000 2020,"RT @PoliticusSarah: Michael Cohen says Donald Jr., Ivanka, Eric, and the entire Trump family are involved in Donald Trump's tax evasion sch…"
450,Mon Sep 28 13:32:43 +0000 2020,RT @bradleyrsimpson: Abraham Lincoln paid 3x more in taxes in 1864 than Donald Trump in 2016. Not more as a share of his income. More in ta…
451,Mon Sep 28 13:32:43 +0000 2020,@ABCPolitics Joe Biden's America
452,Mon Sep 28 13:32:43 +0000 2020,"RT @NLong72: @robertjdenault 33/
Remember-
🔸Before Trump fired Preet Bharara, the U.S. attorney for the Southern District of New York, Bhar…"
453,Mon Sep 28 13:32:43 +0000 2020,RT @crissles: If only Trump’s taxes coming out would actually make a difference.
454,Mon Sep 28 13:32:43 +0000 2020,RT @StephenMangan: There really is an old Trump tweet for absolutely every occasion.
455,Mon Sep 28 13:32:43 +0000 2020,"RT @bennyjohnson: Great work ⁦@JamesOKeefeIII⁩

Donald Trump demands US attorneys launch an investigation into Ilhan Omar over 'harvested b…"
456,Mon Sep 28 13:32:43 +0000 2020,"RT @RyanAFournier: Just met a guy in Arizona who voted for Obama and Hillary.

He told me he has been turned off by the Left’s tactics and…"
457,Mon Sep 28 13:32:43 +0000 2020,"RT @SethAbramson: The only reason media is able to play the ""both-sidesism"" (""all rich people"") game and minimize Trump's crimes and have r…"
458,Mon Sep 28 13:32:44 +0000 2020,RT @DanRather: Bombshell. https://t.co/0A0aFICKxW
459,Mon Sep 28 13:32:44 +0000 2020,RT @DavidDark: Packing up the dreams....God planted. https://t.co/8DsETP1lma
460,Mon Sep 28 13:32:44 +0000 2020,RT @tribelaw: One thing not to overlook in the blockbuster NYT report on Trump’s taxes is his $410M in personal debt. That represents some…
461,Mon Sep 28 13:32:44 +0000 2020,"RT @ananavarro: Trump draft deferments - fraud
Trump University - fraud
Trump Charitable Foundation  - fraud
Trump bank loan applications -…"
462,Mon Sep 28 13:32:44 +0000 2020,"RT @mlcalderone: ""On Nov 8, 2016, Donald John Trump, a shady real-estate pitchman and reality-TV host from New York, was elected the forty-…"
463,Mon Sep 28 13:32:44 +0000 2020,"RT @ColBannister: This election- much like the 2016 election- is Average Americans vs the DC elite that hate us..
 President Trump has tapp…"
464,Mon Sep 28 13:32:44 +0000 2020,@davidfrum There is no justification for the failure to pay federal taxes for decades. The trump family are a pack… https://t.co/xzJQep2IOn
465,Mon Sep 28 13:32:44 +0000 2020,@ourdemocracytoo @QTAnon1 @TeamJoe @JoeBiden They are ALL CORRUPT which is why they want to take over the Senate &amp; want Biden as President!
466,Mon Sep 28 13:32:44 +0000 2020,"RT @roper_93: On top of everything else, President Obama is also wealthier than Trump. 

😂😂"
467,Mon Sep 28 13:32:44 +0000 2020,RT @Rogers4Texas: The IRS forced my parents to sell 118 acres of farm after the bank had already taken the other 118 acres in the aftermath…
468,Mon Sep 28 13:32:44 +0000 2020,RT @AlUCanEatShrimp: Joe Biden should start off the debate by offering to lend Donald Trump money
469,Mon Sep 28 13:32:44 +0000 2020,"Beyond the jaw dropping content, the Times did an amazing job with the graphics in this ""article."" Charting an Empi… https://t.co/fDbUVfvPqP"
470,Mon Sep 28 13:32:44 +0000 2020,RT @acnewsitics: You can’t be a decent person and support Donald Trump.
471,Mon Sep 28 13:32:44 +0000 2020,RT @waltshaub: Trump’s debt is huge! Maybe he didn’t divest because he couldn’t. The White House was his own personal get-out-of-debt plan.…
472,Mon Sep 28 13:32:44 +0000 2020,RT @GOP: “Judge Barrett is both a role model for &amp; a mentor to young women. She invested much of her time in women’s professional developme…
473,Mon Sep 28 13:32:44 +0000 2020,"RT @stengel: Trump paid his daughter, who was a full-time employee of his company, $747,622 in consulting fees on three hotel deals, and th…"
474,Mon Sep 28 13:32:44 +0000 2020,Dinesh sent my awesome friend a personal video reply and I am dying here! 😂 Scroll. Then follow @cpoliticditto beca… https://t.co/bFPVExNHJo
475,Mon Sep 28 13:32:44 +0000 2020,RT @chrislongview: wow that magic traveling basement gets around
476,Mon Sep 28 13:32:44 +0000 2020,i payed more than this when i was 16
477,Mon Sep 28 13:32:44 +0000 2020,"We try our best to be objective. 

Trump is a tax evader. 

🤷🏿‍♂️"
478,Mon Sep 28 13:32:44 +0000 2020,"RT @MSNBC: Sen. Warren: ""This is about more than one man's personal tax scams. Donald Trump is a liar, a cheater, and a crooked businessman…"
479,Mon Sep 28 13:32:44 +0000 2020,"RT @tracybeanz: A great one from @LarrySchweikart!

""Biden’s immense mental weakness is a far more daunting hurdle to Team Trump than was H…"
480,Mon Sep 28 13:32:44 +0000 2020,RT @RichardGrenell: Don’t tell Maggie Haberman. She says they finally got Trump.
481,Mon Sep 28 13:32:44 +0000 2020,Saddened by the number of tweets and negative comments about Trump’s former campaign manager. Mental health is not… https://t.co/PZcj7pO8tm
482,Mon Sep 28 13:32:44 +0000 2020,"@MontanaDan30 Dany , you are a good person compare to Trump who is a criminal 
 Never forget that your president is a total fraud"
483,Mon Sep 28 13:32:44 +0000 2020,Former DHS Official Miles Taylor Warns About Second Trump Term | NowThis https://t.co/ojScBeAUYG via @YouTube
484,Mon Sep 28 13:32:44 +0000 2020,RT @dbongino: Who wants to see Hunter Biden’s tax returns?
485,Mon Sep 28 13:32:44 +0000 2020,RT @HeyTammyBruce: Palin hints at Senate run in Alaska if Lisa Murkowski opposes Trump's Supreme Court nominee https://t.co/LJNou5dEWp
486,Mon Sep 28 13:32:44 +0000 2020,"RT @TeamJoe: Teachers paid $7,239
Firefighters paid $5,283
Nurses paid $10,216

Donald Trump paid $750 https://t.co/5YE1cbYsBN"
487,Mon Sep 28 13:32:44 +0000 2020,RT @CNN: Donald Trump paid no federal income taxes whatsoever in 10 out of 15 years beginning in 2000 because he reported losing significan…
488,Mon Sep 28 13:32:44 +0000 2020,RT @DavidBrodyCBN: NEW: Trump Campaign: 'Woke Clan of Anti-Catholic Left-Wing Radicals' is New Terrorist Group. My latest here. ⁦@realDonal…
489,Mon Sep 28 13:32:44 +0000 2020,"Up to 12 million Americans could lose their employer-based health care by the end of 2020. 

By rushing his Supreme… https://t.co/MhbZpZ7Wia"
490,Mon Sep 28 13:32:44 +0000 2020,"Misleading headline, there have been millions of us screaming he was buck naked for years. 

https://t.co/98sGQgbLnI"
491,Mon Sep 28 13:32:44 +0000 2020,RT @LindaDa97779252: @DagnyTaggart45 @TheRightMelissa @4lilt6 @TheRock @JoeBiden @KamalaHarris It is annoying when all you have is a tirade…
492,Mon Sep 28 13:32:44 +0000 2020,RT @MrMichaelBurkes: Raise your hand if you're voting for Trump in 37 days. 🤚🏽
493,Mon Sep 28 13:32:44 +0000 2020,"RT @SoutherlandRuby: If, as he claims, this is all ""fake news"", Trump could clear this all up instantly by releasing his tax returns on his…"
494,Mon Sep 28 13:32:44 +0000 2020,RT @rhm1947: Si las sanciones no están tumbando a @NicolasMaduro ¿entonces Trump las impone de puro &amp;@&amp;$^#? Es por una duda que tengo.
495,Mon Sep 28 13:32:44 +0000 2020,RT @MollyNagle3: INBOX: Noted train enthusiast @JoeBiden will travel across eastern Ohio and western Pennsylvania during a train tour with…
496,Mon Sep 28 13:32:44 +0000 2020,#TrumpIsBroke
497,Mon Sep 28 13:32:44 +0000 2020,"RT @politicususa: Donald Trump’s tax returns show that he paid his daughter Ivanka as a consultant, even though she is a member of the comp…"
498,Mon Sep 28 13:32:44 +0000 2020,"@GOP On the subject of corruption. 

Where the F**K are your Tax Returns Trump?

The corrupt fraudster Trump steals… https://t.co/hT9Gya9ggn"
499,Mon Sep 28 13:32:44 +0000 2020,"@DangerousDC40 @thehill I am sure he would have if asked. He would take one now.
Anyways, he is clearly not on drug… https://t.co/PpMqCVb7b4"
500,Mon Sep 28 13:32:44 +0000 2020,RT @battletested5: Please tell me how trump was able to run for President with so much debt and obtain national security clearance..he had…
501,Mon Sep 28 13:32:44 +0000 2020,"RT @jmartNYT: Trump just told reporters he wasn’t contacted for our story.  

His attorney is on the record in the piece &gt;

 https://t.co/m…"
502,Mon Sep 28 13:32:44 +0000 2020,Soo good!
503,Mon Sep 28 13:32:44 +0000 2020,"@kirstiealley Intellectually @realDonaldTrump is so far superior to Sleepy Joe Hiden, my only concern for tomorrow… https://t.co/AItSQZX6QM"
504,Mon Sep 28 13:32:44 +0000 2020,"RT @MariaTeresa1: 2016 taxes:

Trump paid $750.00

Undocumented workers paid $27,000,000,000.00"
505,Mon Sep 28 13:32:44 +0000 2020,"RT @DebraMessing: THAT, my friends, is TAX FRAUD.

It’s a CRIME.

#TrumpTaxReturns #TaxFraudTrump #DonTheCon"
506,Mon Sep 28 13:32:44 +0000 2020,"RT @joncoopertweets: So, Donald Trump is BANKRUPT. Anyone really surprised?"
507,Mon Sep 28 13:32:44 +0000 2020,"@Leakfanboy @MaxKennerly tRump is no business man!!!!! He owes more then he ever made!!! 
Taxes, he paid 750.
I pay… https://t.co/j0HlCCcnEW"
508,Mon Sep 28 13:32:45 +0000 2020,RT @Scaramucci: Where did the money go? I can’t imagine someone with @realDonaldTrump’s integrity would try to bail out his failing busines…
509,Mon Sep 28 13:32:45 +0000 2020,RT @DavidCornDC: A good day.  https://t.co/cGhnSOYV4j
510,Mon Sep 28 13:32:45 +0000 2020,RT @tunykollmann: Trump no sólo pagó apenas 750 usd de impuesto a las ganancias en 2 años consecutivos; no pagó en 10 de los últimos 15 año…
511,Mon Sep 28 13:32:45 +0000 2020,RT @tribelaw: One thing not to overlook in the blockbuster NYT report on Trump’s taxes is his $410M in personal debt. That represents some…
512,Mon Sep 28 13:32:45 +0000 2020,RT @AP: The revelations that President Trump paid just $750 in federal income taxes the year he ran for office and paid no income taxes at…
513,Mon Sep 28 13:32:45 +0000 2020,"RT @TheRISEofROD: President Trump gave up a life of luxury for his country.

Joe Biden gave up his country for a life of luxury."
514,Mon Sep 28 13:32:45 +0000 2020,RT @EddieZipperer: Morning Joe thinks normal people will get so mad at @realDonaldTrump for not having a big enough tax bill that we'll all…
515,Mon Sep 28 13:32:45 +0000 2020,RT @alexthechick: The claim that Trump paid only $750 in Federal taxes in 2016 and 2017 is thus a complete and total lie which is easily di…
516,Mon Sep 28 13:32:45 +0000 2020,"RT @MsPackyetti: For all of the justified anger at Trump’s tax returns, what I know for sure is that his base is going to be amped up by so…"
517,Mon Sep 28 13:32:45 +0000 2020,"RT @PreetBharara: Thought it was a good time to donate, say $750, to Joe Biden
https://t.co/fNCbod7Ahj https://t.co/HY6xMUOhGu"
518,Mon Sep 28 13:32:45 +0000 2020,RT @PostOpinions: The Editorial Board endorses Joe Biden for president https://t.co/sNRAXrIIAJ
519,Mon Sep 28 13:32:45 +0000 2020,"I got to say, I liked Trump more when he only paid $750 in federal taxes."
520,Mon Sep 28 13:32:45 +0000 2020,"RT @ZadeSmith4: @nytimes I would assume they have “anonymous sources” for this story right???  

A normal person would rather eat a turd th…"
521,Mon Sep 28 13:32:45 +0000 2020,RT @Veronicaromm: Let’s do this again. Duetche Bank loaned Trump lots of $$$. Putin bought his debt. Thus Putin owns Trump.
522,Mon Sep 28 13:32:45 +0000 2020,"RT @gregolear: $0
What “billionaire” Trump paid in federal income tax in 10 of last 15 years.

$750
What Trump paid in federal taxes in 201…"
523,Mon Sep 28 13:32:45 +0000 2020,RT @alexthechick: So.  I finally read the NYT Trump tax story because I wanted to see what line was being reported for taxes owed and I cam…
524,Mon Sep 28 13:32:45 +0000 2020,@godsREI These dudes trying to convince me a slave owner is better than trump because he paid taxes
525,Mon Sep 28 13:32:45 +0000 2020,"So what’s it going to be ruling class, your precious tax havens, or sacrifice @realDonaldTrump? You can’t have both… https://t.co/UWi4w0cRj7"
526,Mon Sep 28 13:32:45 +0000 2020,"RT @TimHannan: Reminder that the same day Donald Trump sold a Florida property for 25M above market rate in 2008, the Trump Org registered…"
527,Mon Sep 28 13:32:45 +0000 2020,RT @Pappiness: Sad that Melania is worth more than Trump and will have to pay him half when they finally get divorced.
528,Mon Sep 28 13:32:45 +0000 2020,"RT @ewarren: This is about more than one man's personal tax scams. Donald Trump is a liar, a cheater, and a crooked businessman, yes. But h…"
529,Mon Sep 28 13:32:45 +0000 2020,"RT @Baligubadle1: Donald Trump is not running for re-election- Donnie is running to avoid prison. 

#TrumpTaxReturns"
530,Mon Sep 28 13:32:45 +0000 2020,"RT @tribelaw: A lot of Americans want to know: 

Will Chris Wallace ask Trump on Tuesday night:

“Mr. Trump, to whom do you owe that $410M?"
531,Mon Sep 28 13:32:45 +0000 2020,"RT @JuliaDavisNews: Trump was so taken with the concept of his daughter Ivanka Trump as his vice president — and so cool to other options,…"
532,Mon Sep 28 13:32:45 +0000 2020,"RT @donwinslow: Dear @nytimes 

Please take down your pay wall for all the stories about Donald Trump's failure to pay taxes for years and…"
533,Mon Sep 28 13:32:45 +0000 2020,"RT @_cingraham: Federal taxes paid, first year in office

Ronald Reagan: $165,202
George H.W. Bush: $101,382
Bill Clinton: $62,670
George W…"
534,Mon Sep 28 13:32:45 +0000 2020,RT @_sbrett_: There are people in Florida who can’t vote in this election because they owe more in *court fees* for *one case* than Donald…
535,Mon Sep 28 13:32:45 +0000 2020,"RT @joelockhart: Read this. Forbes is the chronicles the assets of America's rich.  According to Forbes, and well documented in this thread…"
536,Mon Sep 28 13:32:45 +0000 2020,@UsaZ06 @wmartin4067 I’d rather see Hunter Biden’s.
537,Mon Sep 28 13:32:45 +0000 2020,"RT @BuckSexton: Two things Democrats still just really don’t get about the Right: 

1) We laugh at their “bombshell! Walls closing in on Tr…"
538,Mon Sep 28 13:32:45 +0000 2020,"RT @tribelaw: A lot of Americans want to know: 

Will Chris Wallace ask Trump on Tuesday night:

“Mr. Trump, to whom do you owe that $410M?"
